Player,pcode,PA,HR,wOBA,ISO,BB%,K%,AB,1B,2B,3B,BB,HBP,SO
배정대,64166,84,0,0.243,0.054,8.3,27.4,74,11,4,0,7,1,23
김민식,62864,117,0,0.243,0.021,12.8,24.8,97,15,2,0,15,3,29
정진호,61208,110,1,0.242,0.031,10.0,21.8,96,19,0,0,11,0,24
고장혁,63636,32,0,0.24,0.065,0.0,25.0,31,6,0,1,0,1,8
백승민,64410,45,0,0.237,0.024,4.4,26.7,42,9,1,0,2,0,12
문규현,72546,72,0,0.237,0.031,4.2,13.9,64,14,2,0,3,0,10
배성근,64501,47,0,0.237,0.023,8.5,25.5,43,8,1,0,4,0,12
안중열,64022,144,2,0.237,0.104,4.2,27.1,135,17,6,1,6,2,39
김응민,60288,13,0,0.235,0.077,0.0,46.2,13,2,1,0,0,0,6
백창수,60100,49,0,0.234,0.067,0.0,38.8,45,7,3,0,0,2,19
안상현,66864,108,0,0.234,0.029,3.7,25.9,102,21,3,0,4,0,28
김준태,62558,105,0,0.229,0.034,12.4,21.9,88,11,3,0,13,2,23
김종민,79364,21,1,0.227,0.15,0.0,33.3,20,3,0,0,0,0,7
김은성,65304,10,0,0.227,0.0,20.0,20.0,8,1,0,0,2,0,2
손주인,72456,35,1,0.227,0.097,5.7,17.1,31,5,0,0,2,0,6
노시환,69737,192,1,0.226,0.073,5.7,37.5,177,23,8,1,11,2,72
김성훈,66462,88,1,0.223,0.078,8.0,12.5,77,11,1,1,7,0,11
김호재,64407,33,0,0.221,0.031,3.0,21.2,32,6,1,0,1,0,7
강승호,63123,42,2,0.218,0.154,4.8,42.9,39,4,0,0,2,0,18
백동훈,63559,52,0,0.218,0.043,7.7,30.8,47,6,2,0,4,1,16
구본혁,69100,95,1,0.216,0.047,6.3,17.9,85,13,1,0,6,2,17
박준태,64657,47,0,0.216,0.073,8.5,31.9,41,4,3,0,4,0,15
오선우,69636,57,1,0.215,0.113,5.3,42.1,53,5,1,1,3,1,24
박승규,69418,23,0,0.215,0.0,8.7,30.4,21,4,0,0,2,0,7
김창평,69825,53,0,0.214,0.044,7.5,20.8,45,6,2,0,4,1,11
장승현,63202,46,0,0.213,0.049,6.5,28.3,41,5,2,0,3,1,13
김인환,66715,46,0,0.212,0.024,4.3,19.6,42,8,1,0,2,0,9
홍재호,60605,20,0,0.212,0.0,5.0,25.0,19,4,0,0,1,0,5
유장혁,69766,62,1,0.21,0.071,8.1,29.0,56,7,1,0,5,0,18
류형우,64164,12,0,0.206,0.0,8.3,25.0,11,2,0,0,1,0,3
양성우,62797,128,1,0.206,0.051,7.0,21.1,118,16,3,0,9,0,27
이유찬,67207,13,0,0.205,0.0,0.0,23.1,13,3,0,0,0,0,3
이성우,71184,74,0,0.202,0.047,5.4,14.9,64,7,3,0,4,3,11
이성곤,64266,28,0,0.2,0.107,0.0,21.4,28,2,3,0,0,0,6
김민수,64793,41,0,0.2,0.026,2.4,39.0,39,7,1,0,1,0,16
이창열,64706,16,0,0.199,0.0,6.2,31.2,13,2,0,0,1,1,5
정진기,61869,17,0,0.198,0.0,5.9,11.8,16,3,0,0,1,0,2
임지열,64340,18,0,0.198,0.067,5.6,38.9,15,1,1,0,1,1,7
허도환,77243,93,1,0.181,0.076,5.4,19.4,79,6,3,0,5,3,18
김경호,64260,27,0,0.179,0.038,0.0,25.9,26,4,1,0,0,0,7
고명성,68069,18,0,0.176,0.0,11.1,38.9,16,2,0,0,2,0,7
조홍석,63593,66,0,0.172,0.066,6.1,21.2,61,5,2,1,4,0,14
나종덕,67539,207,3,0.17,0.071,4.3,41.5,183,15,4,0,9,6,86
박한결,63703,11,0,0.162,0.0,0.0,36.4,11,2,0,0,0,0,4
정보근,68518,35,0,0.162,0.0,5.7,28.6,32,4,0,0,2,1,10
백승현,65109,30,0,0.161,0.033,0.0,33.3,30,4,1,0,0,0,10
양종민,79530,49,0,0.153,0.045,4.1,30.6,44,4,2,0,2,0,15
안승한,64011,47,0,0.152,0.023,2.1,27.7,44,5,1,0,1,1,13
이해창,60343,43,0,0.152,0.0,4.7,25.6,40,5,0,0,2,1,11
정현,63450,45,0,0.151,0.0,13.3,37.8,38,3,0,0,6,0,17
신용수,69508,20,1,0.15,0.15,0.0,20.0,20,1,0,0,0,0,4
김진형,79234,23,0,0.133,0.05,0.0,17.4,20,2,1,0,0,0,4
장운호,63700,12,0,0.132,0.0,8.3,8.3,10,1,0,0,1,0,1
윤진호,79198,62,1,0.129,0.085,1.6,19.4,59,3,2,0,1,0,12
전병우,65586,55,0,0.125,0.02,5.5,40.0,51,4,1,0,3,0,22
오정환,68614,29,0,0.123,0.0,0.0,41.4,28,4,0,0,0,0,12
이진영,66657,15,0,0.119,0.0,0.0,26.7,15,2,0,0,0,0,4
김대한,69238,18,0,0.115,0.0,16.7,50.0,15,0,0,0,3,0,9
김영환,63448,15,0,0.105,0.0,6.7,20.0,14,1,0,0,1,0,3
정상호,71842,24,0,0.09,0.042,0.0,45.8,24,1,1,0,0,0,11
최경모,69802,16,0,0.079,0.062,0.0,12.5,16,0,1,0,0,0,2
